collection_id	collection_name	abundance_rank	genome_id	genome_name	relative_abundance
5	Marine Virome - Coastal Surface Water	163	GCF_003866395.1	Streptococcus phage CHPC1042, complete genome	0.0011855610943086628
5	Marine Virome - Coastal Surface Water	260	GCF_003866515.1	Streptococcus phage CHPC1067, complete genome	0.0001781515965216873
5	Marine Virome - Coastal Surface Water	12	GCF_003866615.1	Streptococcus phage CHPC1148, complete genome	0.0013872257413969232
5	Marine Virome - Coastal Surface Water	284	GCF_003866755.1	Streptococcus phage CHPC879, complete genome	0.0011886045364014296
5	Marine Virome - Coastal Surface Water	114	GCF_003866915.1	Streptococcus phage CHPC1152, complete genome	8.534173458034384e-05
5	Marine Virome - Coastal Surface Water	80	GCF_003867095.1	Arthrobacter phage Liebe, complete genome	0.0012601604328673708
5	Marine Virome - Coastal Surface Water	336	GCF_003925045.1	Streptococcus phage SW1, complete genome	8.010230508748975e-06
5	Marine Virome - Coastal Surface Water	283	GCF_003925065.1	Streptococcus phage SW2, complete genome	0.0010867184154753557
5	Marine Virome - Coastal Surface Water	3	GCF_003925145.1	Streptococcus phage SW8, complete genome	6.136528008056316e-06
5	Marine Virome - Coastal Surface Water	194	GCF_003925345.1	Streptococcus phage SW19, complete genome	0.00012108094996646535
5	Marine Virome - Coastal Surface Water	274	GCF_003925745.1	Streptococcus phage SW7, complete genome	0.00018777472718042618
5	Marine Virome - Coastal Surface Water	2	GCF_003930115.1	Vibrio phage 1.238.A._10N.261.52.F10, partial genome	4.818745300645217e-05
5	Marine Virome - Coastal Surface Water	52	GCF_003930255.1	Vibrio phage 1.245.O._10N.261.54.C7, partial genome	0.0006775430562066145
5	Marine Virome - Coastal Surface Water	369	GCF_003930555.1	Vibrio phage 1.261.O._10N.286.51.A7, partial genome	0.0006521518605283743
5	Marine Virome - Coastal Surface Water	242	GCF_003958825.1	Klebsiella phage KN3-1 DNA, complete genome	0.0012815829069654598
5	Marine Virome - Coastal Surface Water	113	GCF_004015585.1	Acinetobacter phage AbTZA1, complete genome	5.956029308282733e-05
5	Marine Virome - Coastal Surface Water	144	GCF_004135245.1	Bacillus phage DK3, complete genome	0.00012499418617402866
5	Marine Virome - Coastal Surface Water	214	GCF_004139175.1	Escherichia phage vB_EcoM-G28, complete genome	0.00013156337868454
5	Marine Virome - Coastal Surface Water	20	GCF_004146485.1	Pseudomonas phage PaZq-1, complete genome	5.083380172967712e-06
5	Marine Virome - Coastal Surface Water	103	GCF_004147145.1	Enterococcus phage vB_EfaP_Zip, complete genome	0.00012102045415608519
5	Marine Virome - Coastal Surface Water	138	GCF_004149205.1	Streptomyces phage Lilbooboo, complete genome	0.014765355145099161
5	Marine Virome - Coastal Surface Water	345	GCF_004149845.1	Gordonia phage Tiamoceli, complete genome	0.012617567035438648
5	Marine Virome - Coastal Surface Water	90	GCF_004339065.1	Microbacterium phage Fireman, complete genome	5.39565162516203e-05
5	Marine Virome - Coastal Surface Water	143	GCF_004400365.1	Pseudomonas phage vB_Pae_BR319a, partial genome	7.5720427027557895e-06
5	Marine Virome - Coastal Surface Water	184	GCF_004519775.1	Klebsiella phage ST512-KPC3phi13.2, complete genome	0.005151154025961127
5	Marine Virome - Coastal Surface Water	42	GCF_004521275.1	Escherichia phage vB_EcoM_Goslar, complete genome	0.0010625510976756745
5	Marine Virome - Coastal Surface Water	84	GCF_004521435.1	Escherichia phage vB_EcoM_G4507, complete genome	0.033485189870505944
5	Marine Virome - Coastal Surface Water	169	GCF_004521775.1	Klebsiella phage ST16-OXA48phi5.4, complete genome	0.0011643279951692948
5	Marine Virome - Coastal Surface Water	110	GCF_004800565.1	Enterococcus phage vB_EfaP_Efmus3, complete genome	0.010949440997614829
5	Marine Virome - Coastal Surface Water	398	GCF_004800785.1	Enterococcus phage vB_EfaP_Ef6.3, complete genome	0.0004303978722886187
5	Marine Virome - Coastal Surface Water	221	GCF_004800835.1	Enterococcus phage vB_EfaP_Ef7.4, complete genome	0.00047971292994085824
5	Marine Virome - Coastal Surface Water	96	GCF_004800915.1	Edwardsiella phage pEt-SU, complete genome	6.083918181298751e-05
5	Marine Virome - Coastal Surface Water	17	GCF_005145565.1	Gordonia phage SmokingBunny, complete genome	0.00013314564236668644
5	Marine Virome - Coastal Surface Water	326	GCF_005394485.1	Escherichia phage vB_EcoM_G9062, complete genome	9.25134798476961e-05
5	Marine Virome - Coastal Surface Water	127	GCF_005394565.1	Escherichia phage vB_EcoM_KWBSE43-6, complete genome	5.033182588464808e-06
5	Marine Virome - Coastal Surface Water	337	GCF_005394685.1	Escherichia phage vB_EcoM_G8, complete genome	0.0009480556302643013
5	Marine Virome - Coastal Surface Water	331	GCF_005892105.1	Escherichia phage vB_EcoP_WFI101126, complete genome	0.00143686772731607
5	Marine Virome - Coastal Surface Water	287	GCF_005892185.1	Escherichia phage vB_EcoM_WFH, complete genome	1.4046885479210352e-05
5	Marine Virome - Coastal Surface Water	75	GCF_006384555.1	Gordonia phage Arri, complete genome	5.4029119766937775e-05
5	Marine Virome - Coastal Surface Water	383	GCF_006384735.1	Serratia phage Moabite, complete genome	0.00012158372302149844
5	Marine Virome - Coastal Surface Water	245	GCF_006864065.1	Vibrio phage USC-1, complete genome	0.0037006252103403293
5	Marine Virome - Coastal Surface Water	67	GCF_006965205.1	Microbacterium phage Cressida, complete genome	8.143954263012442e-06
5	Marine Virome - Coastal Surface Water	235	GCF_007051165.1	Aeromonas phage PS1, complete genome	0.0011822235810167046
5	Marine Virome - Coastal Surface Water	118	GCF_007051205.1	Aeromonas phage D6, complete genome	8.458214031595972e-05
5	Marine Virome - Coastal Surface Water	30	GCF_007647105.1	Bacillus phage vB_BmeM-Goe8, complete genome	0.0002728421346617337
5	Marine Virome - Coastal Surface Water	360	GCF_008214525.1	Klebsiella phage Sin4, complete genome	1.6052014885154414e-05
5	Marine Virome - Coastal Surface Water	226	GCF_008214965.1	Escherichia phage Paul, complete genome	0.0003354763406725874
5	Marine Virome - Coastal Surface Water	112	GCF_008220985.1	Klebsiella phage vB_KpnS_Domnhall, complete genome	0.0005317472805422153
5	Marine Virome - Coastal Surface Water	55	GCF_008375435.2	Pseudomonas phage Zuri, complete genome	0.013364340892357156
5	Marine Virome - Coastal Surface Water	135	GCF_008939625.1	Mycobacterium phage DyoEdafos, complete genome	0.007416946012330605
5	Marine Virome - Coastal Surface Water	180	GCF_008947325.1	Staphylococcus phage Portland, complete genome	8.231623765777957e-05
5	Marine Virome - Coastal Surface Water	352	GCF_009189105.1	Gordonia phage Keitabear, complete genome	2.8781807479978252e-05
5	Marine Virome - Coastal Surface Water	350	GCF_009296085.1	Escherichia phage VEc33, complete genome	0.0006421708191812304
5	Marine Virome - Coastal Surface Water	436	GCF_009431915.1	Bacteriophage R18C, complete genome	0.0012232571926743666
5	Marine Virome - Coastal Surface Water	102	GCF_009431985.1	Pseudomonas virus Pa193, complete genome	0.00010869899442503253
5	Marine Virome - Coastal Surface Water	429	GCF_009662655.1	Gordonia phage Sixama, complete genome	0.00012202699450208889
5	Marine Virome - Coastal Surface Water	368	GCF_009667565.1	Klebsiella phage 13, complete genome	0.0019859247155034313
5	Marine Virome - Coastal Surface Water	147	GCF_009667665.1	Bacteriophage Phobos, complete genome	8.093121343106881e-05
5	Marine Virome - Coastal Surface Water	198	GCF_009672685.1	Gordonia phage Sukkupi, complete genome	2.747356225061312e-05
5	Marine Virome - Coastal Surface Water	101	GCF_009672745.1	Microbacterium phage Kaijohn, complete genome	0.00040542411386020977
5	Marine Virome - Coastal Surface Water	313	GCF_009673325.1	Bacillus phage vB_Bpu_PumA1, complete genome	3.985915920634822e-06
5	Marine Virome - Coastal Surface Water	152	GCF_009688665.1	Gordonia phage Leonard, complete genome	0.001174602763157594
5	Marine Virome - Coastal Surface Water	5	GCF_009688705.1	Gordonia phage MelBins, complete genome	5.659722907439943e-05
5	Marine Virome - Coastal Surface Water	178	GCF_009689385.1	Microbacterium phage Teamocil, complete genome	0.0002930705599638224
5	Marine Virome - Coastal Surface Water	8	GCF_009745135.1	Acinetobacter phage vB_AbaP_Konradin, complete genome	0.0013238405035644392
5	Marine Virome - Coastal Surface Water	157	GCF_009800405.1	Rhizobium phage RL38J1, complete genome	5.0942526776578874e-05
5	Marine Virome - Coastal Surface Water	306	GCF_009800905.1	Vibrio phage vB_VchM_Kuja, complete genome	0.00925080510902845
5	Marine Virome - Coastal Surface Water	33	GCF_009828315.1	Salmonella phage SE-W109, complete genome	3.4151181521516756e-05
5	Marine Virome - Coastal Surface Water	443	GCF_009860475.1	Flavobacterium phage vB_FspS_laban6-1, complete genome	5.520195176296207e-05
5	Marine Virome - Coastal Surface Water	286	GCF_009861145.1	Acinetobacter phage vB_AbaP_Kimel, complete genome	9.00331753070426e-05
5	Marine Virome - Coastal Surface Water	82	GCF_009932005.1	Bacillus phage SRT01hs, complete genome	3.2836555551019225e-05
5	Marine Virome - Coastal Surface Water	236	GCF_010120185.1	Escherichia phage atuna, complete genome	0.012949132049792856
5	Marine Virome - Coastal Surface Water	151	GCF_010120335.1	Escherichia phage grams, complete genome	0.00012301909322502114
5	Marine Virome - Coastal Surface Water	62	GCF_010121025.1	Escherichia phage tonnikala, complete genome	0.0013596533656238462
5	Marine Virome - Coastal Surface Water	302	GCF_010701345.1	Salmonella phage Se-G, complete genome	0.0011260182496973191
5	Marine Virome - Coastal Surface Water	247	GCF_011067345.1	Escherichia phage F2, complete genome	0.0009067704387370869
5	Marine Virome - Coastal Surface Water	275	GCF_011067595.1	Salmonella phage P46FS4, complete genome	0.0008632498897079545
5	Marine Virome - Coastal Surface Water	46	GCF_011106535.1	Vibrio phage vB_ValM-yong1, complete genome	0.012772651552626801
5	Marine Virome - Coastal Surface Water	123	GCF_011756415.1	Proteus phage Privateer, complete genome	0.011238001395966054
5	Marine Virome - Coastal Surface Water	355	GCF_011756495.1	Phage NBSal003, complete genome	0.013677668792574423
5	Marine Virome - Coastal Surface Water	233	GCF_011756665.1	Streptomyces phage Wakanda, complete genome	8.089346047009971e-06
5	Marine Virome - Coastal Surface Water	190	GCF_011756755.1	Salmonella phage bastian, complete genome	0.00014210075349868045
5	Marine Virome - Coastal Surface Water	105	GCF_011757225.1	Salmonella phage wast, complete genome	0.009820769822990783
5	Marine Virome - Coastal Surface Water	253	GCF_011757275.1	Serratia phage PhiZZ30, complete genome	0.001417357479535117
5	Marine Virome - Coastal Surface Water	130	GCF_011895175.1	Salmonella phage faergetype, complete genome	0.0037436935870974962
5	Marine Virome - Coastal Surface Water	410	GCF_011900995.1	Escherichia phage EC6098, complete genome	3.5948244980911203e-05
5	Marine Virome - Coastal Surface Water	193	GCF_012360975.1	Escherichia phage vB_EcoM_IME537, complete genome	0.002718269361495061
5	Marine Virome - Coastal Surface Water	363	GCF_012934115.1	Gordonia phage Evamon, complete genome	0.00035033959268586417
5	Marine Virome - Coastal Surface Water	11	GCF_013133635.1	Shigella phage 2019SD1, complete genome	0.00011728603863523667
5	Marine Virome - Coastal Surface Water	335	GCF_013267945.1	Yersinia phage vB_YpM_22, complete genome	3.7106429337420135e-05
5	Marine Virome - Coastal Surface Water	129	GCF_013267975.1	Yersinia phage vB_YpM_46, complete genome	0.0010810215518985576
5	Marine Virome - Coastal Surface Water	66	GCF_013348085.1	Vibrio phage AG74, complete genome	3.831869969363648e-05
5	Marine Virome - Coastal Surface Water	381	GCF_013348105.1	Vibrio phage Cody, complete genome	0.012366230032879027
5	Marine Virome - Coastal Surface Water	31	GCF_013348125.1	Vibrio phage Quinn, complete genome	0.001293967200251941
5	Marine Virome - Coastal Surface Water	442	GCF_013387985.1	Gordonia Phage Barsten, complete genome	0.00017555025823222774
5	Marine Virome - Coastal Surface Water	51	GCF_013388005.1	Gordonia Phage Zitch, complete genome	0.008476942244808182
5	Marine Virome - Coastal Surface Water	300	GCF_014319865.1	Salmonella phage 5sent1, complete genome	0.00011223988486492578
5	Marine Virome - Coastal Surface Water	305	GCF_014338145.1	Gordonia phage Portcullis, complete genome	0.011316881967162238
5	Marine Virome - Coastal Surface Water	93	GCF_014514695.1	Pseudomonas phage phiPsa381, complete genome	9.497932295251567e-05
5	Marine Virome - Coastal Surface Water	276	GCF_014514725.1	Pseudomonas phage phiPsa397, complete genome	0.0008493822371440124
5	Marine Virome - Coastal Surface Water	159	GCF_014824285.1	Enterococcus phage AE4_17, complete genome	5.551484286932849e-05
5	Marine Virome - Coastal Surface Water	441	GCF_014824535.1	Enterococcus phage 9183, complete genome	0.00012576139829669983
5	Marine Virome - Coastal Surface Water	394	GCF_015160945.1	CrAssphage cr55_1, complete genome	0.001233773431291316
5	Marine Virome - Coastal Surface Water	256	GCF_015161045.1	CrAssphage cr110_1, complete genome	0.0008152990147465809
5	Marine Virome - Coastal Surface Water	92	GCF_015161115.1	CrAssphage cr127_1, complete genome	0.009697258520753859
5	Marine Virome - Coastal Surface Water	54	GCF_015161155.1	CrAssphage cr56_1, complete genome	0.008322089288861287
5	Marine Virome - Coastal Surface Water	23	GCF_015161195.1	CrAssphage cr6_1, complete genome	0.001137385819356837
5	Marine Virome - Coastal Surface Water	150	GCF_015161245.1	CrAssphage cr124_1, complete genome	0.00013018904307428222
5	Marine Virome - Coastal Surface Water	56	GCF_015161355.1	Bacillus phage DLc1, complete genome	0.0009136145130354511
5	Marine Virome - Coastal Surface Water	386	GCF_015502405.1	Synechococcus phage S-H38, complete genome	9.424878180636164e-05
5	Marine Virome - Coastal Surface Water	70	GCF_015644835.1	Streptococcus phage CHPC1198, complete genome	0.00012992378421036236
5	Marine Virome - Coastal Surface Water	166	GCF_016653805.1	Salmonella phage KM16, complete genome	0.0035800324057372805
5	Marine Virome - Coastal Surface Water	246	GCF_016835625.1	Rhizobium phage RHph_I1_6, complete genome	7.080338640380628e-05
5	Marine Virome - Coastal Surface Water	374	GCF_016835845.1	Rhizobium phage RHph_N38, complete genome	9.903981821089451e-06
5	Marine Virome - Coastal Surface Water	68	GCF_016836195.1	Rhizobium phage RHph_Y65, complete genome	0.0005683435323828334
5	Marine Virome - Coastal Surface Water	277	GCF_017903485.1	Agrobacterium phage OLIVR1, complete genome	3.079860072045006e-05
5	Marine Virome - Coastal Surface Water	382	GCF_017903535.1	Agrobacterium phage OLIVR5, complete genome	0.0007767671840089699
5	Marine Virome - Coastal Surface Water	433	GCF_018570505.1	SsRNA phage Zoerhiza.1_25 genomic sequence	0.001162535912579619
5	Marine Virome - Coastal Surface Water	445	GCF_018595285.1	Perilla mosaic virus Kochi_Nankoku_2011 RNA, segment RNA1, complete sequence	0.02449904768590431
5	Marine Virome - Coastal Surface Water	219	GCF_018987215.1	Streptomyces phage TunaTartare, complete genome	0.0007016255099815935
5	Marine Virome - Coastal Surface Water	142	GCF_019089795.1	Olleya phage Harreka_1, complete genome	0.00025019786015170216
5	Marine Virome - Coastal Surface Water	212	GCF_019089955.1	Cellulophaga phage Nekkels_1, complete genome	0.0008726669603700835
5	Marine Virome - Coastal Surface Water	153	GCF_019090045.1	Salmonella phage fmb-p1, complete genome	0.00022830741406075435
5	Marine Virome - Coastal Surface Water	354	GCF_019095865.1	Staphylococcus phage JPL-50, complete genome	0.0009778659245419535
5	Marine Virome - Coastal Surface Water	111	GCF_020473785.1	Aeromonas phage PVN03, complete genome	8.704237737413469e-05
5	Marine Virome - Coastal Surface Water	164	GCF_020475385.1	Escherichia phage U1G, complete genome	0.0002289724448762592
5	Marine Virome - Coastal Surface Water	339	GCF_020491615.1	Pseudomonas phage M5.1, complete genome	0.0010986568757088882
5	Marine Virome - Coastal Surface Water	117	GCF_020492075.1	Rhizobium phage RHEph22, complete genome	0.0014221484409412703
5	Marine Virome - Coastal Surface Water	94	GCF_020498035.1	Halorubrum virus HATV-3, complete genome	2.4662181836416765e-05
5	Marine Virome - Coastal Surface Water	58	GCF_020523055.1	Escherichia phage vB_EcoP_IMEP8, complete genome	1.5130594018817992e-06
5	Marine Virome - Coastal Surface Water	318	GCF_020535835.1	Pseudomonas phage PE09, complete genome	6.92402655539296e-05
5	Marine Virome - Coastal Surface Water	74	GCF_020684895.1	Arthrobacter phage KeAlii, complete genome	0.004110336623705977
5	Marine Virome - Coastal Surface Water	204	GCF_020906685.1	Salmonella phage vB_SenS_TUMS_E4, complete genome	0.00013615766658605133
5	Marine Virome - Coastal Surface Water	134	GCF_021090175.1	Uncultured phage cr49_1, complete genome	0.008772566066992287
5	Marine Virome - Coastal Surface Water	262	GCF_021090305.1	Uncultured phage cr25_1, complete genome	0.00046421868429687114
5	Marine Virome - Coastal Surface Water	323	GCF_021216165.1	Xanthomonas phage FMYAK-P1, complete genome	5.5538834322042256e-05
5	Marine Virome - Coastal Surface Water	91	GCF_021216265.1	Pseudomonas phage phipa10, complete genome	0.0008349576644809598
5	Marine Virome - Coastal Surface Water	249	GCF_021497835.1	Aeromonas phage pAEv1810, complete genome	0.0003856217852530622
5	Marine Virome - Coastal Surface Water	375	GCF_021864085.1	Salmonella phage vB_SAg-RPN15, complete genome	0.0001794110587763456
5	Marine Virome - Coastal Surface Water	41	GCF_022350665.1	Salmonella phage SGPC, complete genome	0.00032482787305561963
5	Marine Virome - Coastal Surface Water	47	GCF_022516425.1	Pseudomonas phage PAP02, complete genome	0.0035184914658382316
5	Marine Virome - Coastal Surface Water	303	GCF_022544635.1	Salmonella phage F118P13, complete genome	0.0001065674997307333
5	Marine Virome - Coastal Surface Water	213	GCF_022604795.1	Yersinia phage vB_YenM_06.16-2, complete genome	0.041994541108427
5	Marine Virome - Coastal Surface Water	176	GCF_024234135.1	Stenotrophomonas phage A1432, complete genome	0.00013040795230230326
5	Marine Virome - Coastal Surface Water	349	GCF_025688055.1	Pseudomonas phage phiH2, complete genome	0.0002810104331591419
5	Marine Virome - Coastal Surface Water	294	GCF_025960795.1	Escherichia phage PO103-1, complete genome	0.0012853858871659447
5	Marine Virome - Coastal Surface Water	37	GCF_028198255.1	Pseudomonas phage vB_PaeM_B31, complete genome	0.0006650857572287782
5	Marine Virome - Coastal Surface Water	281	GCF_028238575.1	Pseudomonas phage vB_PaeM_B55, complete genome	2.0338986372938774e-06
5	Marine Virome - Coastal Surface Water	272	GCF_029535565.1	Klebsiella phage Amrap, complete genome	0.0005699798093180213
5	Marine Virome - Coastal Surface Water	359	GCF_029870225.1	MAG: Asgard archaea virus VerdaV1 DNA, complete genome	1.675251891960528e-05
5	Marine Virome - Coastal Surface Water	389	GCF_029870255.1	MAG: Asgard archaea virus VerdaV4 DNA, complete genome	0.008037405674659348
5	Marine Virome - Coastal Surface Water	362	GCF_029875845.1	Gordonia phage Commandaria, complete genome	0.0009203366085140108
5	Marine Virome - Coastal Surface Water	322	GCF_900092395.1	Enterococcus phage Idefix genome assembly, chromosome: IDF	0.0007439730261419766
5	Marine Virome - Coastal Surface Water	88	GCF_900604395.1	Escherichia virus vB_Eco_mar003J3 genome assembly, chromosome: 1	0.0009965363380139362
5	Marine Virome - Coastal Surface Water	27	GCF_900604445.1	Escherichia virus vB_Eco_mar004NP2 genome assembly, chromosome: 1	0.006270347277297243
5	Marine Virome - Coastal Surface Water	4	GCF_900682655.1	Yersinia phage fPS-65 genome assembly, chromosome: I	0.00046460783779985805
5	Marine Virome - Coastal Surface Water	273	GCF_902141785.1	Escherichia virus P88_4B11 genome assembly, chromosome: 1	0.0010819860393029624
5	Marine Virome - Coastal Surface Water	299	GCF_902143415.1	Escherichia phage vB_Eco_SLUR29 genome assembly, chromosome: 1	0.012349421097590236
5	Marine Virome - Coastal Surface Water	330	GCF_902150575.1	Escherichia phage ESSI2_ev239 genome assembly, chromosome: 1	0.00048371540225965117
5	Marine Virome - Coastal Surface Water	385	GCF_917046035.1	Escherichia virus P2 genome assembly, chromosome: 1	0.00013198482782741437
5	Marine Virome - Coastal Surface Water	146	GCF_927798185.1	Escherichia phage Cartapus genome assembly, complete genome: monopartite	0.03675141690676459
6	Soil Virome - Agricultural	258	GCF_000819615.1	Escherichia phage phiX174, complete genome	0.00020543074229530873
6	Soil Virome - Agricultural	252	GCF_000836805.1	Guinea pig Chlamydia phage, complete genome	0.0012122402798749974
6	Soil Virome - Agricultural	268	GCF_000837805.1	Pseudomonas phage Pf3, complete genome	0.00020808094506567237
6	Soil Virome - Agricultural	254	GCF_000838865.1	Bdellovibrio phage phiMH2K, complete genome	0.0008981995376146308
6	Soil Virome - Agricultural	260	GCF_000839525.1	Chlamydia phage Chp1, complete genome	0.0013723138216947459
6	Soil Virome - Agricultural	256	GCF_000839985.1	Spiroplasma phage 4, complete genome	0.0023584343312865455
6	Soil Virome - Agricultural	144	GCF_000840305.1	Bacillus phage B103, complete genome	0.0016434898074277247
6	Soil Virome - Agricultural	262	GCF_000840605.1	Vibrio phage VGJphi, complete genome	0.002829768664103615
6	Soil Virome - Agricultural	261	GCF_000840785.1	Genome of phage G4 (coliphage)	0.002190405502173504
6	Soil Virome - Agricultural	186	GCF_000843225.1	Roseophage SIO1 complete genome	0.001911846339287243
6	Soil Virome - Agricultural	291	GCF_000843545.1	Pseudomonas phage PaP2, complete genome	0.0018625704776177765
6	Soil Virome - Agricultural	246	GCF_000846145.1	Enterobacteria phage alpha3, complete genome	0.00022358992231439646
6	Soil Virome - Agricultural	142	GCF_000846645.1	Staphylococcus phage K, complete genome	0.02053557448560653
6	Soil Virome - Agricultural	271	GCF_000847885.1	Enterobacteria phage I2-2, complete genome	0.002078680676518527
6	Soil Virome - Agricultural	243	GCF_000849665.1	Chlamydia phage Chp2, complete genome	0.001934013316838391
6	Soil Virome - Agricultural	29	GCF_000857125.1	Salmonella phage SS3e, complete genome	1.8773309160862446e-05
6	Soil Virome - Agricultural	58	GCF_000857925.1	Streptococcus phage DT1, complete genome	0.00881681002335239
6	Soil Virome - Agricultural	134	GCF_000857985.1	Prochlorococcus phage P-SSM4, complete genome	0.010389305988602797
6	Soil Virome - Agricultural	270	GCF_000863885.1	Stenotrophomonas phage phiSMA9, complete genome	0.00026730383598012934
6	Soil Virome - Agricultural	247	GCF_000864545.1	Enterobacteria phage ID2 Moscow/ID/2001, complete genome	0.00020816409678643409
6	Soil Virome - Agricultural	279	GCF_000864865.1	Sida yellow mosaic virus, complete genome	0.0008914413469165793
6	Soil Virome - Agricultural	202	GCF_000865485.1	Pseudomonas phage M6, complete genome	0.0023544873268061036
6	Soil Virome - Agricultural	226	GCF_000871345.1	Enterobacteria phage phiEcoM-GJ1, complete genome	0.0014669563815317788
6	Soil Virome - Agricultural	225	GCF_000872205.1	Enterobacteria phage JS98, complete genome	0.0008041030825660349
6	Soil Virome - Agricultural	28	GCF_000874625.1	Enterobacteria phage BA14, complete genome	7.625740907771299e-05
6	Soil Virome - Agricultural	282	GCF_000880515.1	Human adenovirus B1, complete genome	6.040378120034924e-06
6	Soil Virome - Agricultural	13	GCF_000881335.1	Roseophage EE36P1, complete genome	0.0002095969624776393
6	Soil Virome - Agricultural	45	GCF_000883015.1	Ralstonia phage RSB1, complete genome	0.0001850534343520402
6	Soil Virome - Agricultural	269	GCF_000883215.1	Ralstonia phage RSM3 DNA, complete genome	0.0017035211254932984
6	Soil Virome - Agricultural	266	GCF_000883935.1	Vibrio phage VEJphi, complete genome	0.0008172086776576297
6	Soil Virome - Agricultural	255	GCF_000884975.1	Enterobacteria phage St-1, complete genome	0.0006534710450003485
6	Soil Virome - Agricultural	277	GCF_000885875.1	Japanese holly fern mottle virus RNA1, complete genome	0.0009962137950012618
6	Soil Virome - Agricultural	205	GCF_000886115.1	Streptococcus phage ALQ13.2, complete genome	0.019062262672457912
6	Soil Virome - Agricultural	70	GCF_000886155.1	Klebsiella phage KP34, complete genome	7.409183618086802e-05
6	Soil Virome - Agricultural	235	GCF_000892295.1	Vibrio phage ICP3, complete genome	0.00019495745094680637
6	Soil Virome - Agricultural	272	GCF_000892535.1	Ralstonia phage PE226, complete genome	0.015321396649774836
6	Soil Virome - Agricultural	54	GCF_000893035.1	Salmonella phage SFP10, complete genome	0.0018839735767076633
6	Soil Virome - Agricultural	265	GCF_000894015.1	Vibrio phage VCY-phi, complete genome	0.00066589193657103
6	Soil Virome - Agricultural	236	GCF_000895155.1	Escherichia phage Cba120, complete genome	0.002399231360478482
6	Soil Virome - Agricultural	104	GCF_000900735.1	Enterobacteria phage Bp7, complete genome	0.017882947914958085
6	Soil Virome - Agricultural	195	GCF_000900835.1	Escherichia phage wV7, complete genome	0.048228749111312405
6	Soil Virome - Agricultural	137	GCF_000901655.1	Pseudomonas phage NH-4, complete genome	0.0009899151241901504
6	Soil Virome - Agricultural	5	GCF_000901675.1	Staphylococcus phage GH15, complete genome	0.00034947272760351485
6	Soil Virome - Agricultural	199	GCF_000902495.1	Enterobacteria phage ime09, complete genome	0.002369669137300298
6	Soil Virome - Agricultural	118	GCF_000902635.1	Salmonella phage vB_SenS-Ent1 complete genome	0.00022330964625862936
6	Soil Virome - Agricultural	280	GCF_000903975.1	Colombian datura virus, complete genome	0.001630812655448136
6	Soil Virome - Agricultural	212	GCF_000904075.1	Streptococcus phage TP-J34 complete genome	0.0070095192517053645
6	Soil Virome - Agricultural	174	GCF_000905895.1	Bacillus phage Curly, complete genome	0.02024703381334353
6	Soil Virome - Agricultural	95	GCF_000907075.1	Aeromonas phage Aes012, complete genome	0.004829642595057415
6	Soil Virome - Agricultural	20	GCF_000907215.1	Cyanophage Syn30 genomic sequence	0.0019201621003732893
6	Soil Virome - Agricultural	22	GCF_000907595.1	Escherichia phage Lw1, complete genome	0.0002000186063440165
6	Soil Virome - Agricultural	267	GCF_000907795.1	Vibrio phage VFJ, complete genome	0.00011041231572270671
6	Soil Virome - Agricultural	93	GCF_000907975.1	Salmonella phage iEPS5, complete genome	2.3776219694679994e-05
6	Soil Virome - Agricultural	31	GCF_000908595.1	Shigella phage pSf-1, complete genome	0.0019444556621688834
6	Soil Virome - Agricultural	128	GCF_000908895.1	Salmonella phage FSL SP-058, complete genome	0.013928757033079161
6	Soil Virome - Agricultural	57	GCF_000910515.1	Cellulophaga phage phi18:3, complete genome	7.228236532593237e-05
6	Soil Virome - Agricultural	106	GCF_000910535.1	Cellulophaga phage phi10:1, complete genome	0.0023051011970431847
6	Soil Virome - Agricultural	190	GCF_000912875.1	Salmonella phage SETP7, complete genome	0.000560609729832178
6	Soil Virome - Agricultural	126	GCF_000913135.1	Staphylococcus phage S25-3 DNA, complete genome	0.0005917808563578638
6	Soil Virome - Agricultural	213	GCF_000913375.1	Bacillus phage Troll, complete genome	0.001260650623128252
6	Soil Virome - Agricultural	193	GCF_000914775.1	Achromobacter phage JWAlpha, complete genome	0.0023696372632591757
6	Soil Virome - Agricultural	108	GCF_000916315.1	Enterobacter phage PG7, complete genome	0.0171151090549286
6	Soil Virome - Agricultural	183	GCF_000921655.1	Bacillus phage Bobb, complete genome	0.021504797219743077
6	Soil Virome - Agricultural	172	GCF_000921675.1	Escherichia phage bV_EcoS_AHP42, complete genome	3.595722427719699e-05
6	Soil Virome - Agricultural	178	GCF_000922735.2	Enterobacteria phage Bp4, complete genome	9.467499441445732e-05
6	Soil Virome - Agricultural	36	GCF_000926075.1	Bacillus phage Riley, complete genome	0.0023188987098822287
6	Soil Virome - Agricultural	188	GCF_000954975.2	Salmonella phage STP4-a, complete genome	0.00011635470498229008
6	Soil Virome - Agricultural	90	GCF_000987735.1	Citrobacter phage Miller, complete genome	0.001991696913943416
6	Soil Virome - Agricultural	177	GCF_001041395.1	Vibrio phage PV94, complete genome	0.00038356701846112404
6	Soil Virome - Agricultural	2	GCF_001042135.1	Escherichia phage DT57C, complete genome	5.6992096151470506e-05
6	Soil Virome - Agricultural	251	GCF_001275455.1	Chlamydia phage phiCPAR39, complete sequence	0.00018871540526376176
6	Soil Virome - Agricultural	132	GCF_001308815.1	Escherichia phage K1G, complete genome	0.00022335028942430557
